AccountID|CustomerID|LoanID|DisbursementDate|OriginalPurchaseAmount|CurrentBalance|OutstandingPrincipal|OutstandingFees|RemainingPayments|PaymentsApplied|CurrentDue|PastDue|PastDue1|PastDue2|PastDue3|PastDue4|PastDue5|PastDue6|PastDue7|CurrentDaysDelinquent|DateOfDelinquency|CurrentDelinquencyStatus|TotalDaysDelinquent|TotalLateFeeAmount|PayOffDate|ChargeOffDate|TotalAmountofLoanChargeOff|TotalAmountofLoanChargeOffFees|TotalAmountofLoanChargeOffInterest|TotalAmountofLoanChargeOffPrincipal|CurrentChargeOffBalance|BillingTableID|InterestRate|TermLengthMonths|LastPaymentDate|LastPaymentAmount|NextPaymentDate|NextPaymentAmount|InvoiceNumber|PortfolioTransactionId|LastDateDelinquent|NumberTimesDelinquent|WriteOffBalance|ClosedOnDate|OriginalMaturityDate|CurrentMaturityDate|LoanDelinquencyStartDate|CurrentDelinquentInstallments|TotalDelinquentPrincipal|TotalDelinquentInterest|NumberOfPaidInstallments|NextPrincipalAmount|NextInterestAmount|APR|ReversalDate|TIN|LoanRequestDate
392068|200812202102|262911|20160412|.00|160.00|.00|.00|2|0|20.00|20.00|20.00|20.00|20.00|20.00|20.00|.00|.00|155|20161110|5 Cycles Past Due|216|140.00|||.00|.00|.00|.00|.00||.14|12|||20170510|140.00||0|20161110|7|.00||20170510|20170610|20161110|5|.00|.00||.00|.00||||
1001063074|2402202101|262912|20160412|.00|.00|.00|.00|0|0|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12||||.00||0||0|.00|||||0|.00|.00||.00|.00||||
385030|200812202114|262913|20160510|10000.00|.00|.00|.00|0|5|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161110|5847.30||.00||343260894|20160710|0|.00|20161110|20170510|20161110||0|.00|.00||.00|.00||||
385570|2402202113|262914|20160510|10000.00|.00|.00|.00|0|6|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161110|5847.30||.00||343260932||0|.00|20161110|20170510|20161110||0|.00|.00||.00|.00||||
388727|2402202111|262915|20160510|10000.00|.00|.00|.00|0|4|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161110|5847.30||.00||343260971|20160810|0|.00|20161110|20170510|20161110||0|.00|.00||.00|.00||||
389045|2402202110|262916|20160510|10000.00|.00|.00|.00|0|3|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161010|6680.64||.00||343261009|20160710|0|.00|20161010|20170510|20161010||0|.00|.00||.00|.00||||
389046|2402202109|262917|20160510|10000.00|.00|.00|.00|0|4|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161010|6680.64||.00||343261048|20160810|0|.00|20161010|20170510|20161010||0|.00|.00||.00|.00||||
390212|2402202108|262918|20160510|10000.00|847.26|833.26|14.00|1|11|847.26|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20170410|847.34|20170510|847.26||343261086||0|.00||20170510|20170510||0|.00|.00||833.26|.00||||
390757|2402202107|262919|20160510|10000.00|.00|.00|.00|0|4|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160910|7513.98||.00||343261125||0|.00|20160910|20170510|20160910||0|.00|.00||.00|.00||||
391227|2402202105|262920|20160510|10000.00|.00|.00|.00|0|2|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|9194.66||.00||343261164|20160710|0|.00|20160810|20170510|20160810||0|.00|.00||.00|.00||||
391241|2402202104|262921|20160510|10000.00|847.26|833.26|14.00|1|11|847.26|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20170410|847.34|20170510|847.26||343264786||0|.00||20170510|20170510||0|.00|.00||833.26|.00||||
391951|2402202103|262922|20160510|10000.00|.00|.00|.00|0|7|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161210|5013.96||.00||343264822||0|.00|20161210|20170510|20161210||0|.00|.00||.00|.00||||
392068|200812202102|262923|20160510|10000.00|7625.98|7499.98|126.00|1|3|847.26|847.34|847.34|847.34|847.34|847.34|847.34|847.34|847.34|216|20160910|7 Cycles Past Due|216|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20170510|7625.98||343264859|20160910|7|.00||20170510|20170510|20160910|7|6666.72|.00||7485.98|.00||||
1001063074|2402202101|262924|20160510|10000.00|.00|.00|.00|0|4|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160910|847.34||.00||343264895|20161010|0|.00|20161107|20170510|20161107||0|.00|.00||.00|.00||||
385570|2402202113|262931|20160610|15000.00|.00|.00|.00|0|5|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161110|10021.00||.00||343270827|20160710|0|.00|20161110|20170610|20161110||0|.00|.00||.00|.00||||
388727|2402202111|262932|20160610|15000.00|.00|.00|.00|0|4|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161110|10021.00||.00||343270896|20160710|0|.00|20161110|20170610|20161110||0|.00|.00||.00|.00||||
391241|2402202104|262941|20160714|15000.00|5042.00|5000.00|21.00|4|8|1271.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20170410|1271.00|20170510|1271.00||343279017||0|.00||20170810|20170810||0|.00|.00||1250.00|.00||||
391951|2402202103|262942|20160714|15000.00|.00|.00|.00|0|4|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20161210|11292.00||.00||343279052||0|.00|20161210|20170810|20161210||0|.00|.00||.00|.00||||
392068|200812202102|262943|20160714|15000.00|15210.00|15000.00|189.00|4|0|1271.00|1271.00|1271.00|1271.00|1271.00|1271.00|1271.00|1271.00|1271.00|216|20160910|7 Cycles Past Due|216|.00|||.00|.00|.00|.00|.00||.14|12|||20170510|11439.00||343279088|20160910|7|.00||20170810|20170810|20160910|7|10000.00|.00||11250.00|.00||||
