AccountID|CustomerID|LoanID|DisbursementDate|OriginalPurchaseAmount|CurrentBalance|OutstandingPrincipal|OutstandingFees|RemainingPayments|PaymentsApplied|CurrentDue|PastDue|PastDue1|PastDue2|PastDue3|PastDue4|PastDue5|PastDue6|PastDue7|CurrentDaysDelinquent|DateOfDelinquency|CurrentDelinquencyStatus|TotalDaysDelinquent|TotalLateFeeAmount|PayOffDate|ChargeOffDate|TotalAmountofLoanChargeOff|TotalAmountofLoanChargeOffFees|TotalAmountofLoanChargeOffInterest|TotalAmountofLoanChargeOffPrincipal|CurrentChargeOffBalance|BillingTableID|InterestRate|TermLengthMonths|LastPaymentDate|LastPaymentAmount|NextPaymentDate|NextPaymentAmount|InvoiceNumber|PortfolioTransactionId|LastDateDelinquent|NumberTimesDelinquent|WriteOffBalance|ClosedOnDate|OriginalMaturityDate|CurrentMaturityDate|LoanDelinquencyStartDate|CurrentDelinquentInstallments|TotalDelinquentPrincipal|TotalDelinquentInterest|NumberOfPaidInstallments|NextPrincipalAmount|NextInterestAmount|APR|ReversalDate|TIN|LoanRequestDate
392068|200812202102|262911|20160412|.00|.00|.00|.00|0|0|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12||||.00||0||0|.00|||||0|.00|.00||.00|.00||||
1001063074|2402202101|262912|20160412|.00|.00|.00|.00|0|0|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12||||.00||0||0|.00|||||0|.00|.00||.00|.00||||
385030|200812202114|262913|20160510|10000.00|7513.98|7499.98|14.00|9|2|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|1694.68|20160910|847.34||343260894|20160710|0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
385570|2402202113|262914|20160510|10000.00|7513.98|7499.98|14.00|9|3|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|847.34||343260932||0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
388727|2402202111|262915|20160510|10000.00|8361.32|8347.32|14.00|9|2|847.34|847.34|.00|.00|.00|.00|.00|.00|.00|0||Past Due|31|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|1694.68||343260971|20160710|1|.00||20170510|20170510||0|847.34|.00||1680.68|.00||||
389045|2402202110|262916|20160510|10000.00|7513.98|7499.98|14.00|9|2|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|1694.68|20160910|847.34||343261009|20160710|0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
389046|2402202109|262917|20160510|10000.00|8008.66|7994.66|14.00|9|2|847.34|494.68|.00|.00|.00|.00|.00|.00|.00|0||Past Due|31|.00|||.00|.00|.00|.00|.00||.14|12|20160810|1200.00|20160910|1342.02||343261048|20160710|1|.00||20170510|20170510||0|494.68|.00||1328.02|.00||||
390212|2402202108|262918|20160510|10000.00|7513.98|7499.98|14.00|9|3|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|847.34||343261086||0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
390757|2402202107|262919|20160510|10000.00|7513.98|7499.98|14.00|9|3|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|847.34||343261125||0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
391227|2402202105|262920|20160510|10000.00|.00|.00|.00|0|2|.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Nothing Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|9194.66||.00||343261164|20160710|0|.00|20160810|20170510|20160810||0|.00|.00||.00|.00||||
391241|2402202104|262921|20160510|10000.00|7513.98|7499.98|14.00|9|3|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|847.34||343264786||0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
391951|2402202103|262922|20160510|10000.00|7513.98|7499.98|14.00|9|3|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|847.34||343264822||0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
392068|200812202102|262923|20160510|10000.00|7513.98|7499.98|14.00|9|3|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|847.34||343264859||0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
1001063074|2402202101|262924|20160510|10000.00|7513.98|7499.98|14.00|9|3|847.34|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|847.34||343264895||0|.00||20170510|20170510||0|.00|.00||833.34|.00||||
385570|2402202113|262931|20160610|15000.00|12521.00|12500.00|21.00|10|2|1271.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|20160810|1539.34|20160910|1271.00||343270827|20160710|0|.00||20170610|20170610||0|.00|.00||1250.00|.00||||
388727|2402202111|262932|20160610|15000.00|14215.66|14194.66|21.00|10|1|1271.00|1271.00|423.66|.00|.00|.00|.00|.00|.00|31|20160710|1 Cycle Past Due|31|.00|||.00|.00|.00|.00|.00||.14|12|20160810|847.34|20160910|2965.66||343270896|20160710|1|.00||20170610|20170610|20160710|1|1694.66|.00||2944.66|.00||||
391241|2402202104|262941|20160714|15000.00|15021.00|15000.00|21.00|12|0|1271.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|||20160910|1271.00||343279017||0|.00||20170810|20170810||0|.00|.00||1250.00|.00||||
391951|2402202103|262942|20160714|15000.00|15171.00|15000.00|21.00|12|0|1421.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|||20160910|1421.00||343279052||0|.00||20170810|20170810||0|.00|.00||1250.00|.00||||
392068|200812202102|262943|20160714|15000.00|15021.00|15000.00|21.00|12|0|1271.00|.00|.00|.00|.00|.00|.00|.00|.00|0||Current Due|0|.00|||.00|.00|.00|.00|.00||.14|12|||20160910|1271.00||343279088||0|.00||20170810|20170810||0|.00|.00||1250.00|.00||||
